#,Product,Grade,Vat Type,Spec.,Battery Health,Qty, Offer,Order Qty, Total,,Notes:
1108,Google Pixel 9 128GB Green - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1109,Google Pixel 9 128GB Green - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1110,Google Pixel 9 128GB Green - Pristine A+ - Standard Vat - Generic / Codes,Pristine A+,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1111,Google Pixel 9 128GB Green - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1112,Google Pixel 9 128GB Pink - Pristine A+ - Standard Vat - Generic / Codes,Pristine A+,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1113,Google Pixel 9 256GB Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1114,Google Pixel 9 256GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1115,Google Pixel 9 256GB Green - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1116,Google Pixel 9 256GB Pink - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1117,Google Pixel 9 256GB Pink - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1118,Google Pixel 9Pro 128GB Black - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1119,Google Pixel 9Pro 128GB Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1120,Google Pixel 9Pro 128GB HazelGrey - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1121,Google Pixel 9Pro 256GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1122,Google Pixel 9Pro 256GB HazelGrey - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1123,Google Pixel 9Pro 256GB Rose Gold - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1124,Google Pixel 9Pro 256GB White - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1125,Google Pixel 9Pro Fold 256GB Black - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1126,Google Pixel 9Pro Fold 256GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1127,Google Pixel 9Pro Fold 256GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1128,Google Pixel 9Pro Fold 512GB Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1129,Google Pixel 9Pro Fold 512GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,12, £ -   ,0, £ -   ,,
1130,Google Pixel 9Pro XL 128GB Black - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1131,Google Pixel 9Pro XL 128GB Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1132,Google Pixel 9Pro XL 128GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1133,Google Pixel 9Pro XL 128GB HazelGrey - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1134,Google Pixel 9Pro XL 128GB HazelGrey - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1135,Google Pixel 9Pro XL 128GB HazelGrey - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1136,Google Pixel 9Pro XL 128GB HazelGrey - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1137,Google Pixel 9Pro XL 256GB Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,10, £ -   ,0, £ -   ,,
1138,Google Pixel 9Pro XL 256GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,37, £ -   ,0, £ -   ,,
1139,Google Pixel 9Pro XL 256GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1140,Google Pixel 9Pro XL 256GB HazelGrey - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1141,Google Pixel 9Pro XL 256GB HazelGrey - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1142,Google Pixel 9Pro XL 256GB HazelGrey - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1143,Google Pixel 9Pro XL 256GB HazelGrey - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1144,Google Pixel 9Pro XL 256GB HazelGrey - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1145,Google Pixel 9Pro XL 256GB RoseGold - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1146,Google Pixel 9Pro XL 256GB White - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1147,Google Pixel 9Pro XL 256GB White - Pristine A+ Open Box - Standard Vat - Generic / Codes,Pristine A+ Open Box,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1148,Google Pixel 9Pro XL 512GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1149,Google Pixel Fold 256GB Obsidian - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1150,Google Pixel Fold 256GB Obsidian - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1151,Google Pixel Fold 256GB Porcelain - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1152,Google Pixel Fold 512GB Obsidian - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1153,Google Pixel Watch3 Blk/Blk 41mm WiFi - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1154,Google Pixel Watch3 Blk/Blk 41mm WiFi - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1155,Honor ALI-NX1 Magic 6Lte 256 MdntBlk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1156,Honor ALI-NX1 Magic 6Lte 256 MdntBlk - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1157,Honor ALI-NX1 Magic 6Lte 256 TtnmSlv - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1158,Honor ALI-NX1 Magic6Lte 256 EmrldGrn - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1159,Honor ALI-NX1 Magic6Lte 256 EmrldGrn - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1160,Honor ANY-NX1 Magic4Lte 5G 6/128 BlK - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1161,Honor BVL-AN16 Magic 6Pro 512 EpiGrn - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1162,Honor BVL-AN16 Magic 6Pro 512 EpiGrn - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1163,Honor BVL-AN16 Magic 6Pro 512 EpiGrn - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1164,Honor BVL-AN16 Magic 6Pro 512 EpiGrn - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1165,Honor BVL-N49 Magic 6Pro 512GB Blk - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1166,Honor BVL-N49 Magic 6Pro 512GB Blk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1167,Honor BVL-N49 Magic 6Pro 512GB Blk - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1168,Honor CLK-NX1 90 Smart 128 EmrldGrn - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1169,Honor CLK-NX1 90 Smart 128GB MdntBlk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1170,Honor CLK-NX1 90 Smart 128GB MdntBlk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1171,Honor CRT-NX1 90Lite 256GB CyanLake - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1172,Honor CRT-NX1 90Lite 256GB MdntBlk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1173,Honor CRT-NX1 90Lite 256GB MdntBlk - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1174,Honor ELI-AN00 200 12/256GB Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1175,Honor ELI-AN00 200 12/256GB Emld Grn - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1176,Honor ELI-NX9 200 8/256GB Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1177,Honor ELI-NX9 200 8/256GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1178,Honor ELP-NX9 200 Pro 512 Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1179,Honor ELP-NX9 200 Pro 512 Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1180,Honor ELP-NX9 200 Pro 512 Moon Wht - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1181,Honor FCP-N49 Magic V3 512GB Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,19, £ -   ,0, £ -   ,,
1182,Honor FCP-N49 Magic V3 512GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1183,Honor FCP-N49 Magic V3 512GB Green - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1184,Honor FNE-NX9 Honor 70 128 MdnghtBlk - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1185,Honor FNE-NX9 Honor 70 256 CrystlSlv - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1186,Honor FNE-NX9 Honor 70 256 EmraldGrn - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1187,Honor FNE-NX9 Honor 70 256 EmraldGrn - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,18, £ -   ,0, £ -   ,,
1188,Honor FNE-NX9 Honor 70 256 MdnghtBlk - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1189,Honor FNE-NX9 Honor 70 256 MdnghtBlk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1190,Honor FNE-NX9 Honor 70 256 MdnghtBlk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1191,Honor FNE-NX9 Honor 70 256 MdnghtBlk - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,8, £ -   ,0, £ -   ,,
1192,Honor LGE-NX9 Magic4 Pro 256GB Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1193,Honor LGE-NX9 Magic4 Pro 256GB Cyan - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1194,Honor LLY-NX1 200Lite 256GB MdntBlk - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1195,Honor LLY-NX1 200Lite 256GB MdntBlk - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1196,Honor LLY-NX1 200Lite 256GB MdntBlk - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1197,Honor LLY-NX1 200Lite 256GB MdntBlk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1198,Honor LLY-NX1 200Lite 256GB MdntBlk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,4, £ -   ,0, £ -   ,,
1199,Honor PGT-N19 Magic 5Pro 512GB Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1200,Honor RBN-NX1 70 Lite 128GB MidntBlk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1201,Honor REA-NX9 90 256GB Midnt Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1202,Honor REA-NX9 90 256GB Midnt Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1203,Honor REA-NX9 90 512GB Midnt Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1204,Honor REA-NX9 90 512GB Midnt Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1205,Honor RMO-NX1 Magic 5 Lte 128 MdnBlk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1206,Honor RMO-NX1 Magic5 Lte 256GB Green - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1207,Honor VER-N49 Magic V2 512GB Black - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1208,Honor VER-N49 Magic V2 512GB Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1209,Honor VER-N49 Magic V2 512GB Purple - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1210,Honor VER-N49 Magic V2 512GB Purple - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1211,Honor VER-N49 Magic V2 512GB Purple - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1212,Honor VER-N49 Magic V2 512GB Purple - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1213,Honor VNE-LX1 X6 64GB MdnghtBlack - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1214,Honor VNE-LX1 X6 64GB MdnghtBlack - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1215,Honor VNE-LX1 X6 64GB MdnghtBlack - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1216,Honor VNE-LX1 X6 64GB MdnghtBlack - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,24, £ -   ,0, £ -   ,,
1217,Honor VNE-N41 X8 5G 6/128 MdnghtBlk - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1218,HTC Desire C Silver White - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1219,HTC Desire Grey - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1220,HTC HD2 LEO_ - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1221,HTC HD2 T8585 Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1222,HTC One M7 (32GB) Silver - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1223,Huawei ANE-LX1 (P20lite) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1224,Huawei E5576S-322 4G White - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1225,Huawei ELE-L09 ( P30 ) BreathngCrystl - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1226,Huawei Elsa-N29D (P40 Pro) Silver - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1227,Huawei EML-L29 (P20) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1228,Huawei FIG-LX1 (P Smart) Demo Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1229,Huawei MAR-LX1A (P30 Lite) Blue - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1230,Huawei MRD-L01 (Y6 2019) SappBlue - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1231,Huawei PCT-L29 (Honor View20) PhanBlu - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1232,Huawei STF-L09 (Honor 9) 64GB Blue - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1233,Huawei VOG-L29 (P30 Pro DS) Aurora - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1234,Huawei VOG-L29 (P30 Pro DS) Aurora - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1235,Huawei VOG-L29 (P30 Pro DS) Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1236,Huawei VOG-L29 (P30 Pro DS) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1237,Huawei VOG-L29 (P30 Pro DS) BrthngCry - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1238,Huawei VOG-L29 (P30 Pro DS) MysticBlu - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1239,Huawei Yale-L61A (nova 5T) Crush Blue - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1240,Lenovo TB300XU Tab M8 4thGen 64GB Gry - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1241,Lenovo TB300XU Tab M8 4thGen 64GB Gry - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1242,LG M160 (K4 2017) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1243,Microsoft Xbox Series X - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1244,Motorola XT1068 (Moto G DS) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1245,Motorola XT2129-2 G30 128GB Dark Pearl - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1246,Motorola XT2143-1 Edge20 128GB FrstdWht - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1247,Motorola XT2237-2 G73 256GB White - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1248,Motorola XT2323-1 Razr40 256GB SageGrn - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,4, £ -   ,0, £ -   ,,
1249,Motorola XT2403-2 Edge 50Pro 512GB Blk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1250,Motorola XT2421-13 E14 64GB GraphiteGry - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1251,Motorola XT2421-3 G04 64GB Concord Blk - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1252,Motorola XT2421-3 G04 64GB Concord Blk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1253,Motorola XT2421-3 G04 64GB Concord Blk - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1254,Motorola XT2451-3 Razr50 Ultra  MdntBlu - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1255,Nintendo Switch - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1256,Nintendo Switch Oled 7inch NeonBlue/Red - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1257,Nokia 105 Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
